genres;title;release_date;id
sin genero;No Title;2016;405340
['Adventure', 'Casual'];Dark Parables: Jack and the Sky Kingdom Collector's Edition;2017;578320
sin genero;Judge Archer;2016;551070
sin genero;Jackie Chan Presents: Amnesia;2017;569920
sin genero;No Title;2016;407710
['Action', 'RPG'];The World 3:Rise of Demon;2017;563730
sin genero;No Title;2016;567270
['Action', 'Indie', 'RPG', 'Strategy'];Arena Hero;2017;576280
['Action', 'Adventure', 'Indie', 'RPG'];Burgers 2;2017;555890
['Action', 'Adventure', 'Indie', 'Strategy'];Toricky;2017;477720
"['Design &amp; Illustration', 'Photo Editing', 'Web Publishing']";Swatcher;2017;579920
['Action', 'Adventure', 'Indie'];RYAN BLACK;2017;567600
['Adventure', 'Casual', 'Indie', 'RPG'];The New Queen;2017;552570
['Action', 'Adventure', 'Free to Play', 'RPG'];RED;2016;573770
sin genero;No Title;2016;569390
sin genero;No Title;2016;555230
['Action', 'Adventure', 'Indie', 'Strategy'];Toricky - OST by Hiroki Kikuta &amp, Dale North;2017;551510
['Action', 'Adventure', 'Indie', 'Strategy'];Toricky - Strategy Book;2017;580460
['Indie', 'RPG', 'Strategy'];Fantasy Grounds - Hybrids (Token Pack);2017;580740
['Casual', 'Indie', 'Strategy'];The Jackbox Party Pack 2 - Soundtrack;2017;577930
['Indie', 'RPG', 'Strategy'];Fantasy Grounds - More Monsters (Token Pack);2017;580240
['Indie', 'RPG', 'Strategy'];Fantasy Grounds - Mini-Dungeon #013: The Case of the Scrupulous Pawnbroker (PFRPG);2017;574460
['Indie', 'RPG', 'Strategy'];Fantasy Grounds - Feasting at Lanterngeist (PFRPG);2017;580760
['Indie', 'RPG', 'Strategy'];Fantasy Grounds - The Lost Library of Thoth (PFRPG);2017;580790
['Action', 'Indie', 'RPG', 'Strategy', 'Early Access'];Pit People®;2017;291860
['Indie', 'RPG', 'Strategy'];Fantasy Grounds - Black Magic (5E);2017;580290
['Casual', 'Indie', 'Strategy'];The Jackbox Party Pack 3 - Soundtrack;2017;577810
sin genero;No Title;2016;578660
['Action', 'Adventure', 'Casual', 'Indie', 'Early Access'];Bearslayer;2017;460210
['Indie', 'Simulation', 'Strategy'];Ashes of the Singularity: Escalation - Dawn of the Singularity eBook;2017;520646
['Indie', 'Simulation', 'Strategy'];Ashes of the Singularity: Escalation - Soundtrack DLC;2017;520641
['Action', 'Indie', 'Sports'];Zero-G;2017;567890
['Adventure', 'Casual', 'Indie'];Winexy;2017;577740
['Action', 'Indie'];Reckpunk;2014;495750
['Indie'];Bunny &amp, Piggy - New Year Edition;2016;576350
['Adventure', 'Indie', 'RPG', 'Strategy'];Dungeon Rushers - Soundtrack and wallpapers;2017;577630
sin genero;No Title;2016;568480
sin genero;No Title;2016;559170
['Adventure', 'Casual', 'Indie'];THE GREY MAN Official Soundtrack;2017;578400
sin genero;No Title;2016;578880
sin genero;No Title;2016;578060
['Free to Play', 'Indie', 'Simulation'];High Profits;2017;545650
sin genero;No Title;2016;566180
['Action'];Atomic 79;2017;567370
['Action', 'Adventure', 'Indie', 'Racing'];STANDBY – Wallpapers;2017;578201
['Strategy'];Mysterium - Hidden Signs;2017;563300
['Action', 'Adventure', 'Indie'];The Legends of Owlia;2016;569590
sin genero;No Title;2016;568250
['Action', 'Adventure', 'Indie'];Laraan SoundTrack;2017;580160
['Simulation'];Train Simulator: DB BR 18 Steam Loco Add-On;2017;376969
['Strategy'];Mysterium: A Psychic Clue Game;2017;556180
['Casual', 'Indie', 'Simulation', 'Early Access'];Infinite Scuba®;2017;305700
['Simulation'];FSX Steam Edition: Beechcraft T-34C Turbo Mentor Add-On;2017;500239
['Action', 'Indie'];Pleasure in Dream;2017;575080
['Casual', 'Indie'];Zup! 3;2017;575640
sin genero;No Title;2016;551780
sin genero;No Title;2016;389260
['Action', 'Casual', 'Indie', 'Simulation'];What The Heck, Dude?;2016;550670
['Adventure', 'Casual', 'Free to Play', 'Indie', 'Simulation', 'Sports', 'Strategy'];Pixel Puzzles Ultimate - Puzzle Pack: Embers;2017;577311
['Adventure', 'Casual', 'Indie'];The Novelist: Original Score;2017;577540
['Action', 'Adventure', 'Casual', 'Free to Play', 'Indie', 'Simulation', 'Sports', 'Strategy'];Pixel Puzzles Ultimate - Puzzle Pack: Samurai;2017;577312
['Adventure', 'Indie'];Event[0] - Soundtrack;2017;571120
['Action', 'Adventure', 'RPG'];Project RPG;2017;455710
['Adventure', 'Casual', 'Free to Play', 'Indie', 'Simulation', 'Sports', 'Strategy'];Pixel Puzzles Ultimate - Puzzle Pack: Elephants;2017;577310
['Simulation'];Trainz Route: Chiyoda Branch Line;2017;536730
['Adventure', 'Casual', 'Indie', 'Strategy'];Ahnayro - Original Soundtrack;2017;572780
sin genero;No Title;2016;522250
['Action', 'Casual', 'Indie'];Brother Wings;2017;576540
sin genero;The Last Sunshine;2017;390960
['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy', 'Early Access'];Low Magic Age;2017;576770
sin genero;No Title;2016;577890
['Action', 'Adventure'];Fluffy;2017;578260
['Adventure', 'Casual', 'Free to Play', 'Indie', 'Simulation', 'Sports', 'Strategy'];Pixel Puzzles Ultimate - Puzzle Pack: PP1 Japan;2017;577400
['Simulation'];FSX Steam Edition: Toposim West Africa Add-On;2017;536571
['Simulation'];FSX Steam Edition: Toposim Southern Africa Add-On;2017;536570
['Action', 'Indie', 'Strategy'];Final Core;2017;556250
['Action', 'RPG'];Tales of Berseria ;2017;429660
['Adventure', 'Casual'];Paranormal Pursuit: The Gifted One Collector's Edition;2017;569140
['Indie', 'Simulation'];Euro Truck Simulator 2 - Michelin Fan Pack;2017;388471
['Adventure', 'Indie', 'RPG', 'Strategy'];Minions, Monsters, and Madness;2017;566200
['Casual', 'Simulation'];Rocksmith® 2014 Edition – Remastered – Jefferson Airplane - “Somebody To Love”;2017;509695
['Casual', 'Simulation'];Rocksmith® 2014 Edition – Remastered – 60s Mix Song Pack II;2017;509698
['Casual', 'Simulation'];Rocksmith® 2014 Edition – Remastered – The Mamas &amp, The Papas - “California Dreamin’”;2017;509697
['Action', 'Indie', 'Strategy'];CLASH - Legacy Pack;2017;564260
['Casual', 'Simulation'];Rocksmith® 2014 Edition – Remastered – Booker T. &amp, the M.G.’s - “Green Onions”;2017;509696
['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy'];Hearts of Chaos;2017;555410
['Action'];Twisted;2017;565330
['Action', 'Indie'];Pivot Pilot;2017;569360
sin genero;No Title;2016;526440
['Action', 'Casual', 'Indie'];Through the Mirror;2017;548720
['Action', 'Adventure', 'Indie', 'Early Access'];Collision Course;2017;555400
['Action', 'Indie', 'Racing', 'Simulation', 'Sports', 'Early Access'];Roadclub: League Racing;2017;437730
['Action', 'Casual', 'Indie', 'Simulation'];Word Killer: Revolution;2017;574630
['Indie', 'RPG', 'Strategy'];Fantasy Grounds - Mini-Dungeon #012: Nekh-ta-Nebi's Tomb (PFRPG);2017;572790
['Indie'];Ladykiller in a Bind;2016;560000
['Adventure', 'Indie', 'RPG'];Lemuria: Lost in Space;2017;563250
['Indie'];Ladykiller in a Bind — Original Soundtrack;2017;576920
sin genero;No Title;2016;458190
['Action', 'Indie', 'Strategy'];TankCraft;2014;531520
['Action', 'Indie', 'Strategy'];Stone Age Wars;2017;521230
['Adventure'];Nancy Drew®: The Secret of Shadow Ranch;2004;572740
['Indie', 'RPG', 'Strategy'];Fantasy Grounds - Sanctuary of Belches (5E);2017;555840
['Action', 'Adventure', 'Indie', 'Racing'];STANDBY – Soundtrack;2017;578200
['Action', 'Indie', 'Racing', 'Simulation'];Vector 36 - Garage Upgrade 1 ( x2 slot );2017;578770
['Adventure'];Paul Pixel - The Awakening;2017;569050
['Action', 'Indie'];Spirit of Maya;2017;576730
sin genero;No Title;2016;577850
['Indie'];Don't Chat With Strangers;2017;533170
['Casual', 'Indie', 'Early Access'];Match More;2017;468540
['Adventure', 'Casual'];Mayan Prophecies: Ship of Spirits Collector's Edition;2017;568160
['Action', 'Adventure', 'Indie', 'RPG'];Fight or Die;2017;574810
sin genero;No Title;2016;577120
['Adventure', 'Casual', 'Indie', 'Strategy'];Vex - World 2 Unlock;2017;574970
['Adventure', 'Casual', 'Indie', 'Strategy'];Vex - World 3 Unlock;2017;574971
sin genero;No Title;2016;576620
sin genero;No Title;2016;576840
['Action', 'Indie', 'RPG', 'Early Access'];Heroes of Dark Dungeon;2017;568670
['Indie', 'Simulation'];hack_me;2016;526740
['Casual', 'Indie'];Pictopix;2017;568320
['Action', 'Casual', 'Free to Play', 'Indie'];Kitten Squad;2017;547820
['Indie', 'Simulation'];MHRD;2017;576030
['Action', 'Adventure', 'Indie', 'RPG'];Final Bravely;2017;576800
['Casual', 'Indie'];Spirit;2017;561010
sin genero;No Title;2016;560640
['Action', 'Indie'];Unalive;2017;574640
sin genero;No Title;2016;497450
['Action', 'Casual', 'Indie'];HoPiKo;2017;437390
sin genero;No Title;2016;573460
sin genero;Cecil B. Demented;2016;541710
sin genero;Earth Girls Are Easy;2013;541680
['Action', 'Casual', 'Indie', 'Sports'];Football Blitz;2017;516410
['Indie'];Space Hotel;2017;564900
['Racing', 'Simulation', 'Sports'];MX vs. ATV Supercross Encore - 2017 Official Supercross Pack;2017;430324
['Racing', 'Simulation', 'Sports'];Ride 2 Rising Sun Bikes Pack;2017;515130
['Action'];Tom Clancy's Rainbow Six® Siege - Tachanka Bushido Set;2017;568960
sin genero;No Title;2016;576790
['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation'];Seduce Me 2: The Demon War Soundtrack;2016;575610
['Casual'];UNO;2016;470220
['Casual'];Button Tales - Original Soundtrack;2017;565310
['Casual'];Uno - Rayman Theme Cards;2016;560940
sin genero;The Rainbow Kid;2016;549890
sin genero;Operation Avalanche;2017;567400
['Casual'];Uno - Just Dance Theme Cards;2016;560941
['Casual', 'Simulation'];Rocksmith® 2014 Edition – Remastered – U2 - “With or Without You”;2017;509689
['Casual', 'Simulation'];Rocksmith® 2014 Edition – Remastered – U2 - “Sunday Bloody Sunday”;2017;509690
['Casual', 'Simulation'];Rocksmith® 2014 Edition – Remastered – U2 - “Where the Streets Have No Name”;2017;509691
['Casual', 'Simulation'];Rocksmith® 2014 Edition – Remastered – U2 - “Beautiful Day”;2017;509692
['Casual', 'Simulation'];Rocksmith® 2014 Edition – Remastered – U2 Song Pack;2017;509694
['Casual', 'Simulation'];Rocksmith® 2014 Edition – Remastered – U2 - “Vertigo”;2017;509693
sin genero;No Title;2016;576650
['Indie', 'RPG', 'Strategy'];Fantasy Grounds - Rippers Resurrected: Frightful Expeditions (Savage Worlds);2017;569980
['Indie', 'RPG', 'Strategy'];Fantasy Grounds - Mini-Dungeon #011: Buta No Shiro (PFRPG);2017;572060
['Indie', 'RPG', 'Strategy'];Fantasy Grounds - Islands of Plunder: Scourge of the Steaming Isle (PFRPG);2017;575260
['Indie', 'RPG', 'Strategy'];Fantasy Grounds - Legendary Planet: The Scavenged Codex (5E);2017;574490
['Indie', 'RPG', 'Strategy'];Fantasy Grounds - Scorpions of Perdition (PFRPG);2017;576220
['Indie', 'RPG', 'Strategy'];Fantasy Grounds - Islands of Plunder: Raid on the Emperor's Hand (PFRPG);2017;575250
['Indie', 'RPG', 'Strategy'];Fantasy Grounds - B03: It All Falls Down (5E);2017;576250
['Indie', 'RPG', 'Strategy'];Fantasy Grounds - Dead Light (CoC7E);2017;576270
['Indie', 'RPG', 'Strategy'];Fantasy Grounds - Modern 1 (Token Pack);2017;575230
['Adventure', 'Indie', 'RPG', 'Strategy'];Hawks Tactical;2017;571550
['Adventure', 'Indie'];The Spirit Underneath;2017;562240
['Action', 'Adventure', 'Casual', 'Indie'];Blaite;2017;461730
['Action', 'Casual', 'Indie', 'Simulation'];Word Killer: Zorgilonian Chronicles;2016;574620
['Action', 'Adventure', 'Indie'];Nuclear Contingency;2017;540900
['Adventure', 'Indie', 'Early Access'];The Strayed;2016;567620
['Action', 'Adventure', 'Free to Play', 'Indie'];Blink the Bulb;2017;534190
['Adventure', 'Indie', 'RPG'];Your Star;2017;520080
['Action', 'Adventure', 'Indie', 'Early Access'];Wormhole City;2017;434300
sin genero;No Title;2016;538790
['Action', 'Adventure', 'Casual', 'Indie', 'RPG'];Gnomes vs. Fairies: Greckel's Quest - OST;2016;575190
sin genero;No Title;2016;509140
['Adventure', 'Casual', 'Indie'];Azkend 2: The World Beneath;2012;550440
['Adventure', 'Indie', 'RPG'];Mad Nords: Probably an Epic Quest Soundtrack;2016;575930
['Action', 'Indie'];Disastr_Blastr - Soundtrack_to_Disastr;2016;572340
['Action', 'Indie', 'Massively Multiplayer'];POLYWAR;2016;444490
sin genero;No Title;2016;400940
['Casual', 'RPG', 'Simulation', 'Strategy'];Sierra Ops;2017;364210
['Indie', 'RPG', 'Strategy'];Fantasy Grounds - Space Characters (Token Pack);2017;573500
['Casual', 'Indie'];Let's Draw;2016;575490
['Indie', 'Strategy'];Shuttle Siege;2016;519020
['Action', 'Adventure', 'Casual', 'Indie', 'Strategy'];Control Craft 3;2016;490910
['Action', 'Adventure', 'Casual', 'Indie', 'RPG'];Mistwood Heroes;2016;573210
['Adventure', 'Casual', 'Free to Play', 'Indie', 'Simulation', 'Sports', 'Strategy'];Pixel Puzzles Ultimate - Puzzle Pack: Holidays;2016;574990
['Casual', 'Indie', 'Simulation', 'Sports'];Score a goal (Physical football);2016;574030
['Education'];MasterCook 15;2015;372980
['Casual', 'RPG', 'Simulation'];Blind Love;2015;568020
['Action', 'Free to Play'];panGEMic;2016;547540
['Indie', 'Simulation'];Paranormal Teens;2016;549770
['Action', 'Simulation'];Skeet: VR Target Shooting - Thank You Bronze;2016;567420
sin genero;No Title;2016;574780
['Free to Play', 'Strategy', 'Early Access'];HoCWar;2016;512560
['Adventure'];Gerty - Robots In Love;2017;516360
sin genero;No Title;2016;533660
['Casual', 'Simulation'];Stern Pinball Arcade: Harley Davidson;2016;569245
['Casual', 'Simulation'];Stern Pinball Arcade: High Roller Casino;2016;569248
['Casual', 'Simulation'];Stern Pinball Arcade: Starship Troopers;2016;569242
sin genero;No Title;2016;512420
['Casual', 'Simulation'];Stern Pinball Arcade: Mustang;2016;569249
['Casual', 'Simulation'];Stern Pinball Arcade: Phantom of the Opera;2016;569247
['Casual', 'Simulation'];Stern Pinball Arcade: Last Action Hero;2016;569246
['Casual', 'Simulation'];Stern Pinball Arcade: Ripley's Believe It Or Not!;2016;569240
['Casual', 'Simulation'];Stern Pinball Arcade: Star Trek;2016;569241
sin genero;No Title;2016;539090
['Adventure', 'Casual', 'Indie'];HardCube: New Year Holidays;2016;574680
sin genero;No Title;2016;574040
['Action', 'Adventure', 'Indie'];Fighters Unleashed;2016;566560
['Casual'];Holiday Bonus GOLD;2016;572760
['Action', 'Simulation'];Strike Squadron: Caracará;2016;507340
sin genero;No Title;2016;573270
"['Design &amp; Illustration', 'Web Publishing']";RPG Maker MV - Samurai Classics: Temple of Darkness;2016;573640
['Action', 'Casual', 'Indie'];Pinball Parlor;2016;514570
sin genero;No Title;2016;534880
"['Design &amp; Illustration', 'Web Publishing']";RPG Maker MV - Samurai Classics Music Resource Pack;2016;572400
['Free to Play', 'RPG', 'Early Access'];KYOTO TANOJI QUEST;2016;558680
sin genero;No Title;2016;574730
sin genero;No Title;2016;560010
sin genero;No Title;2016;570340
sin genero;No Title;2016;566640
sin genero;No Title;2016;572130
['Adventure', 'Indie', 'Massively Multiplayer'];Heaven Island VR MMO - Artworks;2016;573920
sin genero;Tim Allen: Men Are Pigs;1990;574380
sin genero;Tim Allen: ReWires America;1991;573890
sin genero;Borealis;2016;565510
sin genero;Gallagher: That's Stupid;1982;571920
['Action', 'Indie'];99Vidas;2016;557040
sin genero;No Title;2016;512110
['Adventure', 'Indie', 'RPG'];Heroine Anthem Zero - Original Soundtrack;2016;571670
['Adventure'];REVIVAL RESET;2016;558010
['Adventure', 'Indie', 'RPG'];Heroine Anthem Zero;2016;537990
['Racing'];Off-Road Super Racing;2016;556720
['Action', 'Free to Play', 'Massively Multiplayer', 'RPG'];sZone - Cat Mask;2016;572470
['Action', 'Free to Play', 'Massively Multiplayer', 'RPG'];sZone - Rabbit Mask;2016;572390
['Action', 'Free to Play', 'Massively Multiplayer', 'RPG'];sZone - Bear Mask;2016;572420
['Action', 'Free to Play', 'Massively Multiplayer', 'RPG'];sZone - Evil Rabbit;2016;572930
['Action', 'Free to Play', 'Massively Multiplayer', 'RPG'];sZone - Cheburashka Mask;2016;572490
sin genero;Helen Alone;2016;565360
['Action', 'Free to Play', 'Massively Multiplayer', 'RPG'];sZone - Imperial Hat;2016;573150
sin genero;Kids vs Monsters;2016;565370
sin genero;No Title;2016;572350
sin genero;No Title;2016;513050
['Action', 'Indie', 'Early Access'];SoulHunt;2016;500420
['Action', 'Indie', 'RPG', 'Simulation', 'Early Access'];Advanced Gaming Platform::Epica;2016;398120
sin genero;No Title;2016;553490
sin genero;No Title;2016;570000
['Action', 'Adventure', 'Casual', 'Indie', 'Strategy'];Box Maze - Xmas Skins Pack;2016;569740
['Action', 'Adventure', 'Indie', 'RPG'];Grim Dawn - Steam Loyalist Items Pack;2016;565610
['Adventure'];Game Royale 2 - The Secret of Jannis Island;2016;567010
['Action', 'Indie', 'RPG'];The Metronomicon - Deck the Dubstep;2016;567900
sin genero;No Title;2016;561080
['Adventure', 'Indie', 'Massively Multiplayer', 'RPG'];The Black Watchmen - Alone in the Dark Web;2016;569850
['Casual'];Button Tales;2016;545590
sin genero;No Title;2016;573360
['Adventure', 'Indie'];Nevermind Soundtrack Vol. 2;2016;572750
['Indie', 'Simulation'];Heaven Island LIFE - Artworks;2016;573880
sin genero;No Title;2016;484870
['Casual', 'Indie', 'Racing', 'Sports'];Cranks and Goggles;2016;451990
sin genero;No Title;2016;565030
['Action', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG'];Realm of the Mad God: Free Welcome Pack;2016;556880
['Action', 'Indie', 'RPG'];Guardians of Orion;2015;407840
['Casual', 'Indie'];WORLD END ECONOMiCA episode.03;2016;527190
['Action', 'Casual', 'Indie'];The Renegades of Orion 2.0 - Redux;2016;572190
['Adventure', 'Casual', 'Indie'];Memory's Dogma CODE:01 - Original Soundtrack;2016;570800
['Indie', 'Racing'];Redout - Soundtrack;2016;570930
['Racing'];Redout - Digital Artbook;2016;573350
sin genero;No Title;2016;571230
['Action', 'Free to Play', 'Indie'];Zombie Vikings: Stab-a-thon;2016;566910
['Adventure', 'Casual', 'Indie', 'RPG'];Army of Tentacles: Winter of Steam;2016;476570
['Action', 'Adventure', 'Indie'];Remain;2016;569490
sin genero;No Title;2016;571180
['Indie', 'Simulation'];Aerofly FS 2 - Northeastern USA;2016;570310
['Action', 'Adventure', 'Indie', 'Early Access'];Ancient Guardian;2016;557580
sin genero;No Title;2016;537140
['Action', 'Indie'];Sullen;2016;547210
['Indie'];Angel Express (Tokkyu Tenshi) - OST;2016;571440
['Adventure', 'Casual', 'Indie'];Happy Maze;2016;542280
['Action', 'Massively Multiplayer', 'RPG'];Guardians of Ember - Demigod DLC;2016;526002
sin genero;No Title;2016;553530
['Indie'];Able Black;2016;557570
sin genero;No Title;2016;555730
['Adventure', 'Indie'];A Tale of Caos: Overture;2016;500320
sin genero;No Title;2016;571050
sin genero;No Title;2016;571500
['Action'];Street Fighter® V - 2016 Holiday Pack;2016;480540
['Action', 'Adventure', 'Indie'];Vertigo - Original Soundtrack;2016;526860
['Adventure', 'Casual', 'Free to Play'];Wanderland;2016;545820
sin genero;No Title;2016;462670
['Action', 'Adventure', 'Indie'];Duckles: the Jigsaw Witch;2016;512700
sin genero;Deepwater Horizon;2016;538290
sin genero;Middle School: The Worst Years of My Life;2016;538300
['Action', 'Indie'];FIGHTING SPACE;2016;556090
['Strategy'];Civilization VI - Vikings Scenario Pack;2016;512032
['Strategy'];Civilization VI - Poland Civilization &amp, Scenario Pack;2016;512033
sin genero;No Title;2016;517620
sin genero;No Title;2016;556700
['Indie', 'Racing', 'Simulation', 'Sports'];Assetto Corsa - Porsche Pack III;2016;540711
['Action'];Street Fighter V - Season 2 Character Pass;2016;480530
['Action', 'Adventure', 'Indie'];Shantae: Half-Genie Hero;2016;253840
['Action', 'Adventure', 'Casual', 'Indie'];Distant Space;2016;569610
['Indie', 'RPG', 'Strategy'];Fantasy Grounds - Shadowpunk (Token Pack);2016;571900
['Indie', 'RPG', 'Strategy'];Fantasy Grounds - Savage Suzerain Players Guide (Savage Worlds);2016;569600
['Indie', 'RPG', 'Strategy'];Fantasy Grounds - 1 on 1 Adventures #4: The Sixth Cavalier (PFRPG/3.5E);2016;569930
['Indie', 'RPG', 'Strategy'];Fantasy Grounds - Call of Cthulhu: Crack'd and Cook'd Manse (CoC);2016;570560
['Indie', 'RPG', 'Strategy'];Fantasy Grounds -  Forest of Fallen Giants (Map Pack);2016;572120
['Indie', 'RPG', 'Strategy'];Fantasy Grounds - Wild West Pack 1 (Token Pack);2016;572770
['Indie', 'RPG', 'Strategy'];Fantasy Grounds - Sewer (Map Pack);2016;572840
['Action'];Seraph - Praetor (Costume Pack);2016;567850
['Action', 'Adventure', 'RPG'];Tom Clancy's The Division  - Parade Pack;2016;569000
['Casual', 'Indie', 'Simulation'];FourChords Guitar Karaoke - Kelly Clarkson;2016;563286
['Casual', 'Simulation', 'Sports'];3D Arcade Fishing;2016;534910
['Casual', 'Indie', 'Strategy'];Ticket to Ride - Germany;2016;350272
['Action', 'Adventure', 'Indie'];Aragami - Assassin Masks Set;2016;564400
['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG'];Hero Siege - Maniac Gunner Pirate (Skin);2016;564730
sin genero;No Title;2016;467400
['Indie', 'Racing', 'Simulation', 'Strategy'];Retro Parking;2016;535280
['Racing', 'Simulation', 'Strategy'];Retro Parking Demo;2016;539250
['Action'];Gulman 4: Still alive;2016;559900
sin genero;No Title;2016;564920
['Action', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG', 'Simulation'];Robocraft - Premium for Life Pack;2016;570960
['Adventure', 'Indie'];The Mine;2016;569520
['Casual'];5-in-1 Pack - Monument Builders: Destination USA;2016;564340
['Action', 'Adventure'];Watch_Dogs® 2 - Guru Pack;2016;525016
['Action', 'Adventure'];Watch_Dogs® 2 - EliteSec Pack;2016;525017
['Action', 'Adventure'];Watch_Dogs® 2 - Black Hat Pack;2016;525014
['Action'];Tom Clancy's Rainbow Six® Siege - Blitz Bushido Set;2016;568950
['Action', 'Adventure'];Watch_Dogs® 2 - Supreme Pack;2016;558391
['Adventure', 'Casual', 'Indie'];Revenge of the Spirit: Rite of Resurrection;2016;491020
['Indie', 'Racing', 'Sports', 'Early Access'];Acro Storm;2016;546610
['Adventure', 'Indie', 'RPG'];Angels of Death;2016;537110
sin genero;No Title;2016;563160
['Free to Play', 'Massively Multiplayer', 'RPG'];UFO Online: Invasion - Implants Kit;2016;561990
"['Design &amp; Illustration', 'Utilities']";Game Character Hub PE: DS Generator Parts;2016;531601
sin genero;No Title;2016;534870
['Casual'];Crypt Cards - Original Soundtrack;2016;555250
['Casual', 'Indie'];Duo;2016;568200
['Casual', 'Indie', 'Simulation'];FourChords Guitar Karaoke - Lenny Kravitz;2016;565352
['Free to Play', 'Massively Multiplayer', 'RPG', 'Strategy'];Forge of Gods: Promote pack;2016;537324
['Simulation'];EEP 13 Expert upgrade;2016;542021
['Simulation'];EEP 13;2016;541270
['Adventure', 'Casual'];Christmas Eve: Midnight's Call Collector's Edition;2016;565630
sin genero;Heroes Must Die the Show;2016;569030
['Indie', 'Strategy', 'Early Access'];Juniper Theory;2017;564140
sin genero;No Title;2016;525680
['Action', 'Adventure', 'Indie'];Toxic Terror Episode 2: The Lich's Lair;2016;571820
['Adventure', 'Strategy'];Mansions of Madness - What Lies Within;2016;558370
['Adventure', 'Indie'];Behind the Memory;2016;568340
['Strategy'];Age of Empires II HD: Rise of the Rajas;2016;488060
['Action', 'Indie'];The Turkey of Christmas Past;2016;565540
sin genero;No Title;2016;561390
['Action', 'Adventure', 'Indie'];Juno's Darkest Hour;2016;516120
sin genero;No Title;2016;565200
['Action', 'Adventure', 'Indie'];Juno's Darkest Hour - Soundtrack;2016;570450
['Adventure', 'Indie', 'Simulation'];Investigator - New Year DLC;2016;571850
['Indie', 'Simulation', 'Sports'];No Seat?;2016;432270
['Action', 'Adventure', 'Casual', 'Indie', 'Early Access'];Power Overwhelming;2016;542700
sin genero;No Title;2016;565730
['Action', 'Adventure'];Resident Evil 7 / Biohazard 7 Teaser: Beginning Hour;2016;530620
['Casual', 'Indie'];Atomic Reconstruction;2016;568500
sin genero;No Title;2016;552960
['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Early Access'];Random Journey;2016;495740
['Indie'];Where are my Internets?;2016;521580
['Adventure', 'Casual'];Christmas Stories: Nutcracker Collector's Edition;2016;565600
sin genero;No Title;2016;568690
sin genero;No Title;2016;518640
['Adventure', 'Strategy'];FISH LAKE;2016;529610
['Action', 'Free to Play'];Rumble Fighter: Unleashed;2016;357500
['Action', 'Adventure', 'Casual', 'Free to Play', 'Indie', 'Simulation', 'Sports', 'Strategy'];Pixel Puzzles Ultimate - Puzzle Pack: Wolves;2016;569400
['Free to Play'];Clicker Guild;2016;557810
['Action', 'Casual', 'Indie'];Masky;2016;554800
['Indie', 'Simulation', 'Early Access'];Lobotomy Corporation | Monster Management Simulation;2016;568220
['Adventure', 'Casual'];Alicia Griffith – Lakeside Murder;2016;569380
['Sports', 'Early Access'];Volleyball Unbound - Pro Beach Volleyball;2016;518040
['Indie', 'Strategy'];Sentinels of the Multiverse - Vengeance;2016;467511
['Action', 'Adventure', 'Casual', 'Indie'];MAGICAL×SPIRAL;2016;521510
['Indie'];iFactor;2016;553570
['Action', 'Indie'];Xmas Shooting - Scramble!!;2016;560050
['Action', 'Indie', 'Strategy'];Castle Battles;2016;568370
['Casual', 'Indie'];Access Denied;2016;562570
['Casual', 'Indie', 'RPG', 'Simulation', 'Strategy'];Tabletop Simulator - Tiny Epic Western;2016;468736
sin genero;No Title;2016;542110
sin genero;No Title;2016;540740
['Indie', 'Simulation'];Satellite Command;2016;514670
sin genero;No Title;2016;554940
['Adventure', 'Indie', 'RPG'];VERSUS: The Elite Trials;2016;568610
['Casual', 'Free to Play', 'Simulation', 'Sports'];Zaccaria Pinball - Space Shuttle 2016 Table;2016;570120
sin genero;No Title;2016;468740
['Indie', 'Simulation', 'Strategy'];8-Bit Invaders! - Soundtrack;2016;550710
['Action', 'Casual', 'Indie', 'Strategy'];Alchemic Jousts;2016;516890
['Adventure', 'Indie', 'Early Access'];ASTRONEER;2016;361420
['Action', 'Casual', 'Indie'];peakvox Route Candle for Steam;2016;552210
['Action', 'Indie'];Snowball!;2016;546550
"['Animation &amp; Modeling', 'Design &amp; Illustration', 'Utilities']";J.A.C.K.;2016;496450
['Strategy'];Little Kingdom 2;2016;554590
['Indie', 'Simulation'];Rule Your School;2016;566550
sin genero;No Title;2016;553110
['Indie', 'Simulation'];American Truck Simulator - Christmas Paint Jobs Pack;2016;566890
sin genero;No Title;2016;552300
['Adventure', 'Indie', 'RPG'];VERSUS: The Elite Trials - WorningBird Hints;2016;568630
sin genero;No Title;2016;565670
['Simulation'];FSX Steam Edition: AH-64D Apache Longbow  Add-On;2016;500232
['Audio Production', 'Education', 'Software Training', 'Utilities', 'Video Production'];CyberLink PowerDirector 15 Ultimate;2016;501620
['Casual', 'Indie', 'Simulation'];FourChords Guitar Karaoke - Holiday Song Pack;2016;570300
['Free to Play', 'Indie'];Super Blue Boy Planet;2016;560260
['Casual', 'Indie'];Minimal;2016;448550
['Casual', 'Indie', 'Simulation'];Legend of Merchant;2016;543140
